"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"507843613103910912","","","2014-09-05 10:52:07 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mongol helnii lexical analysis-n talar haihaar dandaa l hytad humuusiin research garch ireed baihiin..","","","",""
"507561626455662592","","","2014-09-04 16:11:36 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Baga baihad 7n tsag untana gdg ymar boginohon sanagddag baivaa. Odo bol seruulgee tavihdaa 7n tsag untahaa meded bayrlaj edr..","","","",""
"507551542048587778","","","2014-09-04 15:31:32 +0000","<a href=""http://www.chinbat.org"" rel=""nofollow"">chinbaa_test</a>","I just posted a status update via the Twitter Ruby Gem!","","","",""
"507422829495607297","","","2014-09-04 07:00:04 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","3 mention bish 20g hiideg boltoi. Suuliin uyiin ene yumnud humus uursdiin privacy-aa delgeh, bas network dah bair suuri, tugeelteeree tostei","","","",""
"507422405279490048","","","2014-09-04 06:58:23 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Odoo tegeed #20factsaboutme  -eer shuurah yum bizde..","","","",""
"507216013008457728","","","2014-09-03 17:18:15 +0000","<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>","I'm taking Social Network Analysis on @Coursera! https://t.co/xTTu9IcRPw","","","","https://www.coursera.org/course/sna?sharebuttons_ref=tw"
"507062505105928192","","","2014-09-03 07:08:16 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Delhiin hamgiin tom hun Mongold ochoo yum bizde","","","",""
"506777373547565056","","","2014-09-02 12:15:15 +0000","<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","How much has the ice bucket challenge achieved? http://t.co/HViUZwACva","","","","http://www.bbc.co.uk/news/magazine-29013707"
"506601893762588672","","","2014-09-02 00:37:58 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bench: young, rafael, carrick, fletcher, anderson,  evans , herrera, fellaini, cleverley, smalling, januzaj #manutd","","","",""
"506601644243431425","","","2014-09-02 00:36:58 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Falcao        RVP
             Rooney
     Mata           Di Maria
               Blind
Shaw Rojo Jones Valencia
             De Gea","","","",""
"506400724784144384","","","2014-09-01 11:18:35 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#AIDS -n tarhaltiin jishee graph neg iimerhuu.. Zavharsan horvoo delhii ve http://t.co/vm37loHp2y","","","","http://twitter.com/chinbaa_chi/status/506400724784144384/photo/1"
"506278995470475264","","","2014-09-01 03:14:53 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","9.1-n 1deh udur taarj. Neg l saihan shude.","","","",""
"506114735050223617","","","2014-08-31 16:22:10 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Judo-n delhiin avargiin toim nevtruuleg japani tv-r garjiina. Manaihan ed nar shig hangamjtai, beltgeltei bol ch bur duusgahnee...","","","",""
"505871769987600384","","","2014-08-31 00:16:43 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Har uurer buun achani tsunhtei humus neg umand ocherlono. Sonirhood harsan chin huuheldein baatriin huvts umsdug event. #cosplay #culture","","","",""
"504893781024714752","","","2014-08-28 07:30:32 +0000","<a href=""http://www.chinbat.org"" rel=""nofollow"">chinbaa_test</a>","This is a tweet from ruby app. #devtwitter #test","","","",""
"504535621977661441","","","2014-08-27 07:47:20 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Humuus heregleenii softuud, app, video&amp;sound editor edr ymar lag ashigladiinbe. Teder n ch ymar lagiin..","","","",""
"504205489324834816","504205043889758208","55470617","2014-08-26 09:55:31 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Barbayar ali n ch bai 1hen turliin uvchind bol hangalttai mungu tsuglasan baih. Sudalgaa, tsag hugatsaa 2 n l heregtei bhda","","","",""
"504202889246429184","504202636959047680","55470617","2014-08-26 09:45:11 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Barbayar o bur luivar yumu gu blgu de..?","","","",""
"504202127867015169","","","2014-08-26 09:42:09 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#ALSIceBucketChallenge -g n rejectleseen. Alsa ch nadar dutku bayja blgu. Wiki-d harin dahiad donation hiichdimudo..","","","",""
"503913346693730304","","","2014-08-25 14:34:38 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Just do it better gejj...","","","",""
"503214891046404096","","","2014-08-23 16:19:13 +0000","<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","Researchers hack into Gmail app http://t.co/tVov8RVlEf","","","","http://www.bbc.co.uk/news/technology-28895304"
"502081216875880448","","","2014-08-20 13:14:24 +0000","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Basketball never stops in my Mongolia #ilovethisgame #basketball http://t.co/ulQlSxsCwo","","","","http://instagram.com/p/r6998rtZvH/"
"501982728602931200","","","2014-08-20 06:43:03 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Huuhduud n japan heleer held ortson humuus ongotsond pig bailaa. Yer n tged Mongoloor yridag hytdiin erliizees dor yumdoo..","","","",""
"501982492635574272","","","2014-08-20 06:42:07 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Amralt mini taatai bailaa. Nomondoo oriidoo","","","",""
"495955854185619456","","","2014-08-03 15:34:24 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bi yalaand helleeldee. Nadtai bitgii orootsold gej..","","","",""
"493660449989066754","","","2014-07-28 07:33:17 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Huduu saihan bailaa..","","","",""
"493037412990201857","","","2014-07-26 14:17:34 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Yer n bol hog hayhaa bagasgaal, zasvariin ajluud barilguud bagasaad shoroo toos n bagaschuul..","","","",""
"493037048039632897","","","2014-07-26 14:16:07 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ulaanbaatar hot maani busad hotuudiig bodvol nasnii dundaj baga baihaa.. Zaluuchuud olontoi. Gaduur yvahaar ineesen ungulug ohid zaluus pig.","","","",""
"491390029839601665","","","2014-07-22 01:11:27 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Umnu n chadku bsan yumaa chadah ter medremj uu... Ene chin amidraliin hudulgugch huch boloi. Ymar lag ug helchvee bi haha. Morning!","","","",""
"491124935725576192","491123755691687936","1946858167","2014-07-21 07:38:04 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@C1Mongolia medeegee dahiad sain shalgarai. 6-s 5n gej sonsson.","","","",""
"491124555012767744","491123869776769024","55470617","2014-07-21 07:36:33 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Barbayar harin eruu multrahjiishd. Tged johon bodson chn neeree inged bichchuul cool l um bnlda.","","","",""
"491123192933527553","","","2014-07-21 07:31:08 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ee burhan mini, facebook page neegeed system admin bolchdog horvoo um baina. http://t.co/O6rwJtOn6e","","","","http://twitter.com/chinbaa_chi/status/491123192933527553/photo/1"
"490858426948255744","","","2014-07-20 13:59:03 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","It's official: summer vacation has begun!","","","",""
"490157361294610432","","","2014-07-18 15:33:16 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tengerluu haraal, hooh ongots yvjiishd, manai tengert bshd, buudchihuu, buudii geel buudchidiin bhdaa.. Uhehee hurvel ch amarhan horvoo umda","","","",""
"490140730581450752","490079748228251648","143018889","2014-07-18 14:27:11 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@mzl_momo neeree tiin bsn shu","","","",""
"490058944270708736","","","2014-07-18 09:02:11 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Yer n neg salbariihan unee buulgaj ursuldhuuruu l salbar n getsuudej bgamdaa.","","","",""
"490058841745158144","","","2014-07-18 09:01:47 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Printer uildverlegchiin ursulduun etsestee tulsan bololtoi. Har tsagaan neg huudas hevlehed 1yen. Printer unegui ch gh shg..","","","",""
"486798793799520257","486694342581428224","70147896","2014-07-09 09:07:31 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@orghil @Footy_Jokes daaraa bailgu dee","","","",""
"486444921818054657","","","2014-07-08 09:41:21 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#Worldcup -n talaar twittert bichihees ch durgu hureed baihiin..","","","",""
"486079360491724802","","","2014-07-07 09:28:45 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Asashoryu: Hujirtiin oidoo zodoglnoo horhoi hurchlee! Kkk","486001110046359552","388784593","2014-07-07 04:17:48 +0000",""
"485045995441373184","","","2014-07-04 13:02:31 +0000","<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","ここまで""W杯""結果をすべて的中！マイクロソフトのAIが話題 - LINE NEWS http://t.co/XAgM9UN4kz","","","","http://news.line.me/issue/digital/a6c6422a45d6"
"485044976770768897","","","2014-07-04 12:58:28 +0000","<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","C・ロナウドが単独初来日！一般公募でインタビュアー募集 - LINE NEWS http://t.co/hY9UsQ0DTb","","","","http://news.line.me/issue/soccer/128792f098d1"
"485038886339354624","484927167386501120","55470617","2014-07-04 12:34:16 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Barbayar でも、勉強になります。","","","",""
"485038724435046402","484927167386501120","55470617","2014-07-04 12:33:38 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Barbayar aimar #maniactweet bshd kk","","","",""
"485038320729063425","","","2014-07-04 12:32:01 +0000","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","リアルタイムでお寿司作ってくれる何て...社会人っていいですね。Sushi-g realtime-r hiij ugj bshd. Companyd ajillah saihan um bn.… http://t.co/XPgNaKMM3m","","","","http://instagram.com/p/qBw7HQNZj5/"
"484861654581006336","484718026323791874","244912735","2014-07-04 00:50:01 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@UndaakB olon saihan humuustei setgeleesee yriltsah l heregtei bhda kk","","","",""
"484292135198269440","","","2014-07-02 11:06:57 +0000","<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>","RT @NBAJPN: 「 @NBA_DREAM_TEAM_ presents 2014 NBA FINALS パブリックビューイング」にゲスト参加した富樫勇樹選手 @YukiTogashi が、NBA挑戦を正式に表明した。","474898791925960704","2219005560","2014-06-06 13:01:09 +0000",""
"484281456735182848","","","2014-07-02 10:24:31 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @namdash: Бразилын зүрхийг 1 сек зогсоосон Пенилъя ""Алдарт дутсан 1 см"" гэсэн үг, моментоо өөр дээрээ шивүүлжээ http://t.co/OQYUjLe47d","484213689688399872","391303180","2014-07-02 05:55:14 +0000","http://twitter.com/namdash/status/484161901232783362/photo/1,http://twitter.com/namdash/status/484161901232783362/photo/1"
"484147260180406272","","","2014-07-02 01:31:16 +0000","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Duusch ugdgui oyutan nasnii suuliin jil bnda, gants udaa hicheel hiihiig oroldoj bgaa zurgaa tavichii… http://t.co/9ccJJT8ylS","","","","http://instagram.com/p/p7ijG8tZqP/"
"483458013169061888","483457378520559616","55470617","2014-06-30 03:52:27 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Barbayar @kh_munkhbat Bur bichleg n bailee. 5sec orchim shatsan ble","","","",""
"483453942785769473","","","2014-06-30 03:36:16 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @UndaakB: @chinbaa_chi bi lav sain hun bolnoo :))","483452569776173056","244912735","2014-06-30 03:30:49 +0000",""
"483453458784063488","482714403171622912","575299980","2014-06-30 03:34:21 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@bdorjkhand @Byambaa2010 Doojii avirhiimuu? Bi bas aviriishd","","","",""
"483452210198503425","483175488521637889","244912735","2014-06-30 03:29:23 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@UndaakB Undak chan tom bolood ymar hun bolohiin ghgu yu kk. Chinii mergejil chn dan physics biluu","","","",""
"482963756998074368","","","2014-06-28 19:08:27 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ymar goy toglolt uzchivee..","","","",""
"482750435539697664","","","2014-06-28 05:00:47 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","arvan heden tsag untalgu udsan baishuu... saihan amarchlaa","","","",""
"482479821239615488","","","2014-06-27 11:05:28 +0000","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Taivshir taivshir. Hun bid chini buhimdah stressdehee uursduu l shiideh erhtei bailtai. Ih ajil,… http://t.co/53ojIBtQfT","","","","http://instagram.com/p/pvsSQSNZgw/"
"481703848457687040","","","2014-06-25 07:42:01 +0000","<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","Iraqis use 'off grid' messaging app http://t.co/MRjOvTx8Sd","","","","http://www.bbc.co.uk/news/technology-27994309"
"481596640608780288","","","2014-06-25 00:36:01 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WorldsCups: Everything seems to be under control. They've caught Suarez leaving the stadium. http://t.co/i3uMBcUu2W","481596224160931840","2609090201","2014-06-25 00:34:22 +0000","http://twitter.com/WorldsCups/status/481596224160931840/photo/1,http://twitter.com/WorldsCups/status/481596224160931840/photo/1"
"481595697192378369","481436140679884800","84022644","2014-06-25 00:32:16 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@TTemulen harin tiimee, baahan sugarjiina kk","","","",""
"481391503940407296","","","2014-06-24 11:00:53 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ajil deeree sugarchiinaa gedeg chn bi zuv gazraa bainaa gesen ug baih ni","","","",""
"481085410106277888","481085118925533185","70147896","2014-06-23 14:44:34 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@orghil yer n bain bain uzeel bga","","","",""
"481054688381378564","481004343269662720","70147896","2014-06-23 12:42:29 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@orghil uchdur bid hed yrial suulaa. L zalgachuul gel. 19nastai tom biytei zaluu ble","","","",""
"480217989610872833","","","2014-06-21 05:17:45 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FB messenger-n data damjuulalt dogoldjee. #now","","","",""
"480041133230137344","","","2014-06-20 17:34:59 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Arail ih uls tur unschlaa. Pologtohjiina. Thdech hynaj baihgu bol, itgelgu nuhduud shu.. Saihan (better) niigem buteeh... Asar tom ajil shu.","","","",""
"479370250631131136","","","2014-06-18 21:09:08 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hulbumbugiin negen huchirheg bag uyee duusgaj bndaa... #worldcup #spain","","","",""
"479071820297936897","","","2014-06-18 01:23:17 +0000","<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","YouTube to block indie music labels http://t.co/68tod1zDaO","","","","http://www.bbc.co.uk/news/technology-27891883"
